Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,TX ID,Product,Quantity,Map_Quantity,Unit Price,Amount,Map_Amount,Order Date,Ship Date,Customer Gender,Order Mode,Rating C,State,County,Days to Deliver,Weeknum,Gender Value,Order Month,Order Mode and Gender Value will be used for making interactions
California,Santa Clara County,10,795.8,,,California,Santa Clara County,10,,,California,Santa Clara County,10,,,,,,,,,,,,,,,,,,,
California,Sonoma County,2,161.4,,,California,Sonoma County,2,,,California,Sonoma County,2,,,,,,,,,,,,,,,,,,,
California,Stanislaus County,26,1036.5,,,California,Stanislaus County,26,,,California,Stanislaus County,26,,,,,,,,,,,,,,,,,,,
California,Tulare County,2,67.6,,,California,Tulare County,2,,,California,Tulare County,2,,,,,,,,,,,,,,,,,,,
California,Ventura County,5,235.5,,,California,Ventura County,5,,,California,Ventura County,5,,,,,,,,,,,,,,,,,,,
California,Yolo County,4,116.4,,,California,Yolo County,4,,,California,Yolo County,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,Count of TX ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count of TX ID,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,1,2.0,3.0,4.0,5.0,Grand Total,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,1,1.0,2.0,19.0,20.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,1,1.0,2.0,19.0,20.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TX500001,Shorts,1.0,1.0,10.9,10.9,10.9,2025-01-01,2025-01-06,,App,4.0,California,Alpine County,5.0,1.0,Unknown,January,
,,,,,,,,,,,,,,TX500002,Tank Tops,2.0,2.0,30.6,61.2,61.2,2025-01-01,2025-01-03,M,App,4.0,California,Contra Costa County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500003,Sneakers,3.0,3.0,109.4,328.20000000000005,328.20000000000005,2025-01-01,2025-01-04,F,App,3.0,California,Fresno County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500004,Workout Tops,7.0,7.0,37.7,263.90000000000003,263.90000000000003,2025-01-01,2025-01-02,F,App,4.0,California,Fresno County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500005,Graphic Tees,3.0,3.0,56.7,170.10000000000002,170.10000000000002,2025-01-01,2025-01-04,F,App,5.0,California,Los Angeles County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500006,Tank Tops,12.0,12.0,83.5,1002.0,1002.0,2025-01-01,2025-01-04,M,Website,4.0,California,Los Angeles County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500007,Sandals,1.0,1.0,55.3,55.3,55.3,2025-01-01,2025-01-02,F,App,4.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500008,Jeans,2.0,2.0,40.3,80.6,80.6,2025-01-01,2025-01-02,M,Target.com,5.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500009,Hoodies & Sweatshirts,11.0,11.0,35.7,392.70000000000005,392.70000000000005,2025-01-01,2025-01-02,F,App,4.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500010,T-Shirts,7.0,7.0,22.4,156.79999999999998,156.79999999999998,2025-01-01,2025-01-04,M,App,3.0,California,Los Angeles County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500011,Sundresses,2.0,2.0,54.4,108.8,108.8,2025-01-01,2025-01-07,F,App,4.0,California,Los Angeles County,6.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500012,Sundresses,2.0,2.0,49.0,98.0,98.0,2025-01-01,2025-01-03,F,Target.com,3.0,California,Los Angeles County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500013,Sandals,7.0,7.0,118.6,830.1999999999999,830.1999999999999,2025-01-01,2025-01-05,F,Website,4.0,California,Nevada County,4.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500014,Jeans,27.0,27.0,88.4,2386.8,2386.8,2025-01-01,2025-01-08,M,Instagram,4.0,California,Placer County,7.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500015,Bikinis,1.0,1.0,66.7,66.7,66.7,2025-01-01,2025-01-04,M,App,4.0,California,Sacramento County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500016,Sundresses,10.0,10.0,30.9,309.0,309.0,2025-01-01,2025-01-02,M,Website,5.0,California,Sacramento County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500017,Graphic Tees,3.0,3.0,31.1,93.30000000000001,93.30000000000001,2025-01-01,2025-01-02,F,App,3.0,California,Sacramento County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500018,Hoodies & Sweatshirts,3.0,3.0,36.6,109.80000000000001,109.80000000000001,2025-01-01,2025-01-04,F,App,4.0,California,San Bernardino County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500019,Jeans,8.0,8.0,51.1,408.8,408.8,2025-01-01,2025-01-04,F,Target.com,1.0,California,San Bernardino County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500020,Sundresses,1.0,1.0,25.2,25.2,25.2,2025-01-01,2025-01-02,F,Website,5.0,California,San Diego County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500021,Sundresses,5.0,5.0,43.8,219.0,219.0,2025-01-01,2025-01-04,F,Target.com,4.0,California,San Diego County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500022,T-Shirts,12.0,12.0,46.7,560.4000000000001,560.4000000000001,2025-01-01,2025-01-02,F,Website,3.0,California,San Diego County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500023,Workout Tops,19.0,19.0,79.9,1518.1000000000001,1518.1000000000001,2025-01-01,2025-01-02,M,App,5.0,California,San Diego County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500024,Maxi Dresses,8.0,8.0,26.4,211.2,211.2,2025-01-01,2025-01-02,F,Instagram,4.0,California,San Diego County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500025,Casual Dresses,8.0,8.0,88.8,710.4,710.4,2025-01-01,2025-01-02,F,Partner App,4.0,California,San Diego County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500026,Shorts,10.0,10.0,17.5,175.0,175.0,2025-01-01,2025-01-02,F,Target.com,4.0,California,San Mateo County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500027,Tank Tops,9.0,9.0,38.7,348.3,348.3,2025-01-01,2025-01-04,M,Website,4.0,California,Santa Barbara County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500028,Tote Bags,4.0,4.0,57.2,228.8,228.8,2025-01-01,2025-01-03,,Website,5.0,California,Santa Clara County,2.0,1.0,Unknown,January,
,,,,,,,,,,,,,,TX500029,Jeans,5.0,5.0,50.9,254.5,254.5,2025-01-01,2025-01-07,,Website,5.0,California,Tehama County,6.0,1.0,Unknown,January,
,,,,,,,,,,,,,,TX500030,Baseball Caps,7.0,7.0,41.0,287.0,287.0,2025-01-01,2025-01-05,F,Website,4.0,California,Ventura County,4.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500031,T-Shirts,7.0,7.0,19.1,133.70000000000002,133.70000000000002,2025-01-01,2025-01-05,M,App,5.0,California,Calaveras County,4.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500032,Sneakers,5.0,5.0,166.1,830.5,830.5,2025-01-01,2025-01-04,M,App,4.0,California,Inyo County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500033,Graphic Tees,3.0,3.0,29.9,89.69999999999999,89.69999999999999,2025-01-01,2025-01-02,M,Instagram,4.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500034,Bikinis,6.0,6.0,21.7,130.2,130.2,2025-01-01,2025-01-03,O,Target.com,5.0,California,Los Angeles County,2.0,1.0,Other,January,
,,,,,,,,,,,,,,TX500035,Maxi Dresses,2.0,2.0,32.0,64.0,64.0,2025-01-01,2025-01-04,M,App,5.0,California,Los Angeles County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500036,T-Shirts,2.0,2.0,15.8,31.6,31.6,2025-01-01,2025-01-02,M,Partner App,5.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500037,Sneakers,17.0,17.0,203.1,3452.7,3452.7,2025-01-01,2025-01-05,M,Instagram,3.0,California,Los Angeles County,4.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500038,Hoodies & Sweatshirts,13.0,13.0,39.0,507.0,507.0,2025-01-01,2025-01-07,M,App,5.0,California,Los Angeles County,6.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500039,Bikinis,1.0,1.0,26.5,26.5,26.5,2025-01-02,2025-01-03,M,Target.com,4.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500040,Sandals,1.0,1.0,43.1,43.1,43.1,2025-01-02,2025-01-03,F,Target.com,3.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500041,Tank Tops,3.0,3.0,139.0,417.0,417.0,2025-01-02,2025-01-03,F,Partner App,5.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500042,Casual Dresses,1.0,1.0,80.7,80.7,80.7,2025-01-02,2025-01-03,M,App,5.0,California,Napa County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500043,Graphic Tees,2.0,2.0,54.5,109.0,109.0,2025-01-02,2025-01-04,M,Website,3.0,California,Sacramento County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500044,Jeans,3.0,3.0,68.6,205.79999999999998,205.79999999999998,2025-01-02,2025-01-02,F,App,3.0,California,San Diego County,0.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500045,Sneakers,4.0,4.0,135.9,543.6,543.6,2025-01-02,2025-01-03,F,Target.com,5.0,California,San Diego County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500046,Sneakers,4.0,4.0,70.9,283.6,283.6,2025-01-02,2025-01-03,F,App,4.0,California,San Francisco,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500047,Tank Tops,5.0,5.0,63.7,318.5,318.5,2025-01-02,2025-01-03,M,Website,3.0,California,San Mateo County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500048,Tote Bags,1.0,1.0,29.7,29.7,29.7,2025-01-02,2025-01-04,F,Website,4.0,California,Santa Clara County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500049,Graphic Tees,3.0,3.0,26.8,80.4,80.4,2025-01-02,2025-01-11,F,Website,5.0,California,Santa Clara County,9.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500050,Baseball Caps,1.0,1.0,27.0,27.0,27.0,2025-01-02,2025-01-04,F,App,4.0,California,Sonoma County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500051,T-Shirts,1.0,1.0,41.4,41.4,41.4,2025-01-02,2025-01-03,M,Website,5.0,California,Stanislaus County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500052,T-Shirts,2.0,2.0,24.3,48.6,48.6,2025-01-02,2025-01-05,F,Website,4.0,California,Stanislaus County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500053,T-Shirts,3.0,3.0,41.7,125.10000000000001,125.10000000000001,2025-01-02,2025-01-04,M,App,5.0,California,Tulare County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500054,Shorts,2.0,2.0,18.0,36.0,36.0,2025-01-02,2025-01-03,F,App,5.0,California,Alameda County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500055,Hoodies & Sweatshirts,3.0,3.0,91.3,273.9,273.9,2025-01-02,2025-01-05,M,Target.com,5.0,California,Los Angeles County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500056,T-Shirts,8.0,8.0,19.3,154.4,154.4,2025-01-02,2025-01-03,M,App,4.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500057,Casual Dresses,13.0,13.0,63.2,821.6,821.6,2025-01-02,2025-01-03,F,App,4.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500058,Bikinis,9.0,9.0,33.3,299.7,299.7,2025-01-03,2025-01-11,F,App,5.0,California,Los Angeles County,8.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500059,Hoodies & Sweatshirts,2.0,2.0,64.2,128.4,128.4,2025-01-03,2025-01-04,M,App,5.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500060,Sundresses,3.0,3.0,23.1,69.30000000000001,69.30000000000001,2025-01-03,2025-01-06,F,Website,5.0,California,Los Angeles County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500061,Crop Tops,2.0,2.0,71.1,142.2,142.2,2025-01-03,2025-01-05,F,Instagram,3.0,California,Los Angeles County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500062,Shorts,2.0,2.0,11.5,23.0,23.0,2025-01-03,2025-01-04,F,App,4.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500063,Crop Tops,19.0,19.0,69.2,1314.8,1314.8,2025-01-03,2025-01-08,F,App,4.0,California,Los Angeles County,5.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500064,Shorts,1.0,1.0,26.8,26.8,26.8,2025-01-03,2025-01-04,M,Target.com,2.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500065,Sunglasses,3.0,3.0,31.2,93.6,93.6,2025-01-03,2025-01-06,F,App,4.0,California,Los Angeles County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500066,Casual Dresses,2.0,2.0,113.2,226.4,226.4,2025-01-03,2025-01-04,F,Partner App,4.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500067,Bikinis,8.0,8.0,21.0,168.0,168.0,2025-01-03,2025-01-04,M,App,4.0,California,Sacramento County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500068,Tank Tops,2.0,2.0,89.1,178.2,178.2,2025-01-03,2025-01-04,F,Target.com,5.0,California,Sacramento County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500069,Tank Tops,1.0,1.0,97.7,97.7,97.7,2025-01-03,2025-01-05,F,App,3.0,California,Sacramento County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500070,Crop Tops,4.0,4.0,97.7,390.8,390.8,2025-01-03,2025-01-05,M,Instagram,4.0,California,Sacramento County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500071,Pajama Sets,3.0,3.0,47.4,142.2,142.2,2025-01-03,2025-01-06,M,Instagram,5.0,California,San Diego County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500072,Hoodies & Sweatshirts,1.0,1.0,89.6,89.6,89.6,2025-01-03,2025-01-06,F,App,5.0,California,San Diego County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500073,Bikinis,18.0,18.0,28.4,511.2,511.2,2025-01-03,2025-01-06,F,Instagram,5.0,California,San Francisco,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500074,Shorts,2.0,2.0,17.9,35.8,35.8,2025-01-03,2025-01-04,F,App,5.0,California,San Mateo County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500075,Sundresses,2.0,2.0,48.4,96.8,96.8,2025-01-03,2025-01-06,M,Website,4.0,California,San Mateo County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500076,Casual Dresses,4.0,4.0,44.4,177.6,177.6,2025-01-03,2025-01-04,O,Website,3.0,California,Santa Clara County,1.0,1.0,Other,January,
,,,,,,,,,,,,,,TX500077,Sneakers,8.0,8.0,103.7,829.6,829.6,2025-01-03,2025-01-04,F,App,3.0,California,Stanislaus County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500078,Sandals,4.0,4.0,58.6,234.4,234.4,2025-01-03,2025-01-05,M,Instagram,4.0,California,Stanislaus County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500079,Sundresses,4.0,4.0,54.8,219.2,219.2,2025-01-03,2025-01-07,F,Target.com,3.0,California,Ventura County,4.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500080,Casual Dresses,3.0,3.0,78.8,236.39999999999998,236.39999999999998,2025-01-03,2025-01-09,F,Partner App,3.0,California,Alameda County,6.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500081,Leggings,5.0,5.0,36.8,184.0,184.0,2025-01-03,2025-01-06,M,Partner App,3.0,California,Kern County,3.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500082,Jeans,6.0,6.0,50.6,303.6,303.6,2025-01-03,2025-01-05,F,Instagram,4.0,California,Los Angeles County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500083,Crop Tops,3.0,3.0,36.8,110.39999999999999,110.39999999999999,2025-01-03,2025-01-03,M,Target.com,3.0,California,Los Angeles County,0.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500084,T-Shirts,9.0,9.0,41.8,376.2,376.2,2025-01-04,2025-01-10,F,Instagram,4.0,California,Los Angeles County,6.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500085,Leggings,1.0,1.0,77.3,77.3,77.3,2025-01-04,2025-01-05,M,Partner App,2.0,California,Los Angeles County,1.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500086,T-Shirts,4.0,4.0,19.8,79.2,79.2,2025-01-04,2025-01-10,M,Website,5.0,California,Los Angeles County,6.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500087,Tote Bags,4.0,4.0,15.5,62.0,62.0,2025-01-04,2025-01-05,F,Website,5.0,California,Los Angeles County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500088,Casual Dresses,1.0,1.0,46.8,46.8,46.8,2025-01-04,2025-01-08,M,App,5.0,California,Los Angeles County,4.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500089,Sundresses,9.0,9.0,28.6,257.40000000000003,257.40000000000003,2025-01-04,2025-01-08,M,App,5.0,California,Los Angeles County,4.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500090,Sneakers,1.0,1.0,97.7,97.7,97.7,2025-01-04,2025-01-07,F,Website,4.0,California,Los Angeles County,3.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500091,Sundresses,5.0,5.0,54.7,273.5,273.5,2025-01-04,2025-01-07,,App,5.0,California,Riverside County,3.0,1.0,Unknown,January,
,,,,,,,,,,,,,,TX500092,Sneakers,6.0,6.0,130.5,783.0,783.0,2025-01-04,2025-01-06,F,App,3.0,California,Riverside County,2.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500093,Maxi Dresses,2.0,2.0,50.4,100.8,100.8,2025-01-04,2025-01-06,M,Target.com,5.0,California,Sacramento County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500094,Jeans,13.0,13.0,61.5,799.5,799.5,2025-01-04,2025-01-05,,Instagram,3.0,California,Santa Clara County,1.0,1.0,Unknown,January,
,,,,,,,,,,,,,,TX500095,Sundresses,4.0,4.0,30.1,120.4,120.4,2025-01-04,2025-01-05,F,App,5.0,California,Alameda County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500096,Sneakers,5.0,5.0,74.8,374.0,374.0,2025-01-04,2025-01-05,F,Website,4.0,California,Contra Costa County,1.0,1.0,Female,January,
,,,,,,,,,,,,,,TX500097,Sunglasses,3.0,3.0,64.9,194.70000000000002,194.70000000000002,2025-01-04,2025-01-11,M,App,4.0,California,Fresno County,7.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500098,Sundresses,2.0,2.0,50.5,101.0,101.0,2025-01-04,2025-01-06,M,Website,4.0,California,Kern County,2.0,1.0,Male,January,
,,,,,,,,,,,,,,TX500099,Maxi Dresses,7.0,7.0,63.0,441.0,441.0,2025-01-04,2025-01-07,M,Instagram,5.0,California,Los Angeles County,3.0,1.0,Male,January,
